rmse,ard,mae,delta1,delta2,delta3
9.790129583457544,0.1670108578123861,5.2834343788601,77.55047821466525,92.50797024442083,97.55579171094581
9.688665624599892,0.1340487150332868,4.478876817545778,84.30836522689995,96.30945872061235,98.60579551667577
8.615224328737984,0.1392167759434606,5.157844974299243,75.06478548805067,95.27785775986179,99.1073999424129
8.024966641414517,0.29281338457459327,6.2959421338606285,44.106925880923455,86.24544349939247,97.08383961117862
6.3860393910481505,0.23324633163139363,4.902905050709977,52.67605633802817,80.92189500640204,95.00640204865557
11.498682058736486,0.24602620388703564,7.444337206756288,44.074074074074076,84.75783475783476,95.35612535612536
12.414916938622255,0.2864981268310099,8.456472066496671,47.44001978728667,87.95448924066287,93.71753648280979
8.797390845685358,0.17936132795953996,5.861138102171375,62.76099238516335,96.045197740113,98.575288626873
12.267755108792208,0.437951146230192,9.773894675759983,24.570446735395187,44.64899361806579,57.461953853706426
14.060621109621508,0.42598649649732073,10.414113032621625,19.260756569448457,50.534218885359515,68.46664741553566
9.393276175138915,0.22958801620479163,6.4111847831582995,61.09984794728839,90.85149518499746,97.00963000506843
13.073540728652056,0.18754009697171414,6.370604990694694,73.71558330967926,88.07834232188476,90.49105875674141
13.021514296578893,0.3166918503565208,8.481691140394945,43.45850999394307,70.44215626892793,89.27922471229557
8.382195322782685,0.13437106715107305,5.173026225170065,79.06116642958749,98.4068278805121,99.82930298719772
6.835792202042023,0.15793335591033122,4.001993879323365,80.51075268817203,93.44086021505376,96.04838709677419
14.672019389483948,0.4926827294455933,9.135274936433081,36.98714023270055,55.878750765462335,76.14819350887936
15.057971428553264,0.5283356442095353,8.01277396050721,50.81796032022277,78.38496345283676,84.75461190393318
12.912810488346857,0.36972823584944653,8.196667045698646,34.03157255616272,78.38494231936855,90.61930783242259
13.198171719612262,0.3137651718103967,8.615314473820812,33.48142164781906,60.662358642972535,78.59450726978999
9.547298812130396,0.21896221651514092,5.758471393199297,62.417804754678805,89.98482549317147,97.62266059686394
10.32139631830047,0.2788481769489154,6.966101814501034,51.91511387163561,87.34472049689441,95.08281573498965
12.832394845537873,0.424158591442639,9.043429213097111,43.7363238512035,64.82494529540482,81.0995623632385
18.81521398776891,0.31982241449089693,11.883830751490958,43.197879858657245,75.44169611307422,89.54652532391049
20.96734059656568,1.0138947864406673,13.543560751164831,26.201466196035838,39.695900081455335,49.25332609285908
22.652701502295443,1.750721822018213,18.114531309764743,13.404200155561316,32.40860772621208,47.186932849364794
23.130227791295887,1.3528664308788456,16.526021664879764,18.91332470892626,35.44631306597672,43.98447606727037
21.659823757831006,1.232513139700112,15.024836691272274,21.76853055916775,39.63589076723017,45.64369310793238
22.013490616528163,1.420462618789376,16.669110341310564,14.104260386345594,34.294786980682716,46.8642498015348
23.53961179622009,1.2375230693380141,16.061114875224643,24.807641284160255,36.879808967896,43.61899708145396
23.18684268327857,0.8796502103886188,14.759579710268186,26.192337763878033,44.61819129528277,57.38858483189993
23.269244266020518,0.7044930623024448,14.439251508874543,31.70189098998888,47.525027808676306,56.868743047830925
20.192609017398276,0.26612475920092854,11.05857488528506,60.72874493927125,77.84846732215154,84.67322151532677
15.492123591158016,0.1700920993707032,8.022577136005195,72.90572297484103,88.33287254630909,92.94995852916782
15.115203011239931,0.32463735384387343,10.464619501515847,32.87225386493084,86.6015730946569,95.06373745592623
9.862798600243902,0.2867760510144717,7.070484467923966,37.52919802751103,72.95613807422787,89.38489488710097
12.626925245721251,0.460094421901064,9.251256817093706,28.429752066115704,65.26564344746163,84.7697756788666
9.795235479113721,0.3231383271528846,6.573113025746425,54.40414507772021,84.42868830106353,90.91900736296701
9.627657087188332,0.24911815821524905,5.464318605481467,69.75345760673481,89.77751052315092,95.36981358989777
10.674106686873532,0.26315471654508205,7.095800266392779,49.73662323260327,90.68477959523149,95.6750762406432
8.72139906282142,0.18243393110369696,5.333165663778886,74.81636935991605,94.78838754809374,96.95697796432319
7.194816448908512,0.20714548454604087,4.966613682102903,57.585139318885446,96.21603027175783,97.48882008943929
10.41042178192733,0.27419584646374506,6.307064148570288,37.05417914511299,80.72420364824394,93.27525183773481
9.79241125420015,0.13898543890713164,4.736243627491868,81.64726947179946,94.8672038197553,97.224709042077
9.723064837119628,0.16977117454248827,5.619512907074099,75.93505363873587,93.76630907509423,97.01362713830096
13.834224715520772,0.24066570889075642,7.819793873400382,58.15336463223787,86.1658841940532,95.43035993740219
10.386644520173883,0.25891240141278976,6.2952903042151585,61.26975325755476,91.93235375658442,96.14638203493207
7.457959696735817,0.24300627236508268,4.609830358114041,63.045414069456804,91.54051647373109,97.65509053131493
7.306115441479583,0.15736528573420047,4.236393259303735,79.37971500419113,96.25593741268511,97.68091645711092
10.288138256808299,0.38161219608258423,8.348680760466094,17.7845220030349,48.46737481031867,67.79969650986342
9.724892697504563,0.1559624634270206,4.7722045974553655,81.24089717448297,92.54296533644043,95.74715991843868
7.8438471844502615,0.0910483867794024,3.143455038316731,91.5138327634442,96.33198632266087,97.51321106621076
7.951591414463092,0.1551939718719962,4.234163915788805,74.12656558998022,96.14370468029004,98.45088991430455
8.082684959879328,0.09906878944602626,3.678352006129191,90.21424435437174,96.5836711059641,97.79965257672264
11.092375931564485,0.17277349302588021,6.315893995288901,69.67854039965248,93.71560961482768,96.4668404286128
8.305557745022142,0.15600292531556087,4.745721291788583,75.3707473102646,96.24890956673453,98.34254143646409
12.157414466752021,0.38849062203540596,9.607692586797908,13.113715552739944,49.41400063351283,69.30630345264491
8.407524511597828,0.16111198296322427,4.548246648346768,76.90083839259901,97.42700202370628,98.87250650477016
9.754254930640457,0.18391178368955527,6.078956293729381,69.28406466512702,96.50692840646651,98.0080831408776
8.962331955512491,0.1738253293161989,5.138724630354738,71.44910868315124,95.48591144335825,98.70615296147211
9.660503509034482,0.38151559252237666,7.998159794483194,20.399429386590583,52.543984783642415,65.24013314312886
9.25325395895863,0.22513675720318305,5.826939766096986,63.40621403912543,94.04487917146145,98.47525891829689
8.049330666866897,0.13485954941616454,3.8421152759512127,77.46806039488966,94.25087108013938,97.59001161440186
7.962670054465761,0.175402300756429,4.789620393675167,73.55922386330727,96.87228496959166,98.75470605270779
10.841011876702925,0.30877361953728605,6.141257526856794,67.94871794871796,93.42431761786601,95.74028122415218
8.26373098284245,0.10739801931753945,3.926242896133777,91.14163903363335,95.54713405968735,96.92089057318807
11.124204682965503,0.3337968080701256,7.845242551545366,39.76670201484623,80.48780487804879,96.71261930010604
9.65582564236447,0.10962762300425927,4.334466975989458,86.72188084424258,93.61474752872027,96.87416510820198
11.704235882496544,0.2367866294358752,6.922891901504042,50.23004059539918,83.62652232746956,91.79972936400542
9.305065104341413,0.1250679792874038,4.955994973364752,84.9329205366357,95.562435500516,98.06501547987617
13.140260962806954,0.18628993076240527,7.556991927569463,70.609788013609,88.5632033499084,96.54540696152839
12.22876277928913,0.18651513817708062,7.506140223416415,69.84848484848484,86.56565656565657,95.85858585858585
9.55774580914785,0.1624823498215752,5.808832084782102,76.30956404190606,96.31632308212234,98.9861439675566
7.656483423597194,0.11585486442919748,4.478297015839441,88.99400819930621,97.13024282560706,98.9908546199937
9.79780848129593,0.19379335291854516,5.144473001996247,70.92097782831154,92.58101193860148,96.78794769755544
6.0855050161567625,0.10310027227121403,3.404317695391772,89.7442799461642,98.84253028263795,99.38088829071332
6.998461443936225,0.10692883814009725,3.5244395874476546,91.37239165329053,97.87319422150883,99.15730337078652
9.886168125969023,0.17471326579485127,5.506067784200579,74.97986577181209,94.76510067114094,97.53020134228187
10.139950228938089,0.48906654899601204,7.7546436534129715,35.02454991816694,57.16623801730185,86.06499883095627
9.153498995190873,0.3859847116669411,6.76933081649784,33.35807968324672,79.85647117050235,95.07547636723584
6.418178858215946,0.19373350426363878,4.421160463456446,73.28928739971686,94.87966021708353,99.26852288815479
7.0758672766720725,0.1372221587246764,3.9094976492965996,81.31183583730304,96.9219494320264,99.2304873580066
8.812654216588742,0.16312975616011743,4.991846956461199,78.69884575026232,94.22875131164743,98.29485834207765
7.396738221830266,0.21403223661353396,4.940624758402507,66.02777777777777,94.11111111111111,96.83333333333334
8.570605550924272,0.16631369382217398,4.948583156615018,82.03074951953876,95.41960281870597,97.59769378603458
6.14319150266521,0.10078028933496407,2.9942787258536776,93.21804917589841,97.94650094569035,99.0272899216428
7.381360664202019,0.16007955051638506,3.894332265551021,80.52223006351447,97.0712773465067,98.44742413549753
13.350686482943246,0.37023691155509775,8.921969128555666,29.310947883875482,81.21720881427072,95.27806925498426
8.159777018159792,0.19729089127239774,4.790589583938507,68.34588418592573,93.81978706829395,96.9618280965983
8.044956462009408,0.17979467026848808,5.429477210754028,65.19779669504257,93.59038557836755,98.87330996494742
16.84705170649335,0.8842218039637647,12.93433089839801,12.875029529884245,36.49893692416726,53.36640680368533
